Price,Location,Road_Access,Facing_Direction,Land_AREA
Rs. 45 Lac/aana,"Setipakha, Lalitpur",22 Feet /Gravelled,West,
Rs. 45 Lac/aana,"Setipakha, Lalitpur",20 Feet /Paved,North-East,
Rs. 1.15 Cr/aana,"Imadol, Lalitpur",12 Feet /Paved,South,3.1 aana
Rs. 44 Lac/aana,"Imadol, Lalitpur",14 Feet /Paved,South-West,4.1 aana
Rs. 45 Lac/aana,"Balkumari, Lalitpur",13 Feet /Paved,South-East,3.3 aana
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,West,3.3 aana
Rs. 52 Lac/aana,"Thimi, Bhaktapur",26 Feet /Black Topped,East,
Rs. 45 Lac/aana,"Kamerotar, Bhaktapur",20 Feet /Paved,East,
Rs. 47 Lac/aana,"Kamerotar, Bhaktapur",26 Feet /Black Topped,East,
Rs. 46 Lac/aana,"Kamerotar, Bhaktapur",20 Feet /Paved,West,
Rs. 37 Lac/aana,"Tej Vinayak, Kathmandu",13 Feet /Paved,East,
Rs. 38 Lac/aana,"Bode, Bhaktapur",20 Feet /Black Topped,South,
Rs. 80 Lac/aana,"Dhumbarahi, Kathmandu",12 Feet /Black Topped,South,
Rs. 26 Lac/aana,"Salyanthan Plotting, Kathmandu",13 Feet /Soil Stabilized,South-East,4.2 aana
Rs. 36 Lac/aana,"Balkot, Bhaktapur",20 Feet /Gravelled,East,
Rs. 40 Lac/aana,"Balkot, Bhaktapur",20 Feet /Gravelled,West,
Rs. 50 Lac/aana,"Kaushaltar, Bhaktapur",13 Feet /Paved,North,
Rs. 45 Lac/aana,"Thimi, Bhaktapur",13 Feet /Gravelled,East,
Rs. 55 Lac/aana,"Bhaktapur, Bhaktapur",20 Feet /Paved,West,3.1 aana
Rs. 57 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Gravelled,West,
Rs. 35 Lac/aana,"Sirutar, Bhaktapur",13 Feet /Gravelled,East,
Price on call,"Tripureshwor, Kathmandu",20 Feet /Black Topped,South,
"Rs. 75,000 /aana","Nalang, Dhading",20 Feet /Gravelled,West,
Rs. 18 Lac/aana,"Taukhel, Lalitpur",13 Feet /Black Topped,East,
Rs. 42 Lac/aana,"Sirutar, Bhaktapur",22 Feet /Black Topped,West,
Rs. 55 Lac/aana,"Dibyeshwori Townplanning, Bhaktapur",20 Feet /Black Topped,East,
Rs. 92 Lac/aana,"Buddhanagar, Kathmandu",13 Feet /Black Topped,East,4.3 aana
Rs. 70 Lac/aana,"Pepsicola, Kathmandu",26 Feet /Black Topped,South-East,7.3 aana
Rs. 67 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Black Topped,West,
Rs. 6.5 Lac/aana,"Bansbari, Kathmandu",20 Feet /Dhalan,South,
Rs. 65 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Gravelled,West,
Rs. 55 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Gravelled,West,
Rs. 42 Lac/aana,"Pasikot, Kathmandu",16 Feet /Black Topped,South,
Rs. 36 Lac/aana,"Changathali, Lalitpur",13 Feet /Gravelled,West,
Rs. 38 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,North-East,3.1 aana
Rs. 45 Lac/aana,"Naya Naikap, Kathmandu",12 Feet /Dhalan,North,
Rs. 22 Lac/aana,"Danchhi, Kathmandu",20 Feet /Gravelled,East,
Rs. 26 Lac/aana,"Thankot, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 95 Lac/aana,"Mahalaxmisthan, Lalitpur",20 Feet /Black Topped,East,
Rs. 45 Lac/aana,"Khumaltar, Lalitpur",13 Feet /Dhalan,South-East,4.3 aana
Rs. 57 Lac/aana,"Dhumbarahi, Kathmandu",,South-West,
Rs. 31 Lac/aana,"Kalanki, Kathmandu",,South-West,
Rs. 5.5 Cr/aana,"Koteshwor, Kathmandu",12 Feet /Dhalan,North-East,6.3 aana
Price on call,"Buddhanagar, Kathmandu",13 Feet /Black Topped,North-East,
Price on call,"Sinamangal, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 5 Cr/aana,"Ason, Kathmandu",13 Feet /Dhalan,South-East,
Rs. 38 Lac/aana,"Shambhu Marga, Kathmandu",13 Feet /Dhalan,East,
Price on call,"New Baneshwor, Kathmandu",,South,
Rs. 39 Lac/aana,"Tikathali, Lalitpur",,,
Rs. 30 Lac/aana,"Chobhar, Kathmandu",13 Feet /Gravelled,South,5.3 aana
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",12 Feet /Soil Stabilized,South,
Rs. 40 Lac/aana,"Tikathali, Lalitpur",20 Feet /Dhalan,West,5.3 aana
Rs. 3 Lac/dhur,"Chandrapur, Rautahat",50 Feet /Black Topped,North,2.10.7 kattha
Rs. 30 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Black Topped,,3.2 aana
Rs. 50 Lac/aana,"Mandikhatar, Kathmandu",13 Feet /Black Topped,South,6.1 aana
Rs. 28 Lac/aana,"Dahachowk, Kathmandu",26 Feet /Black Topped,North-East,7.1 aana
Rs. 75 Lac/aana,"Dhumbarahi, Kathmandu",16 Feet /Black Topped,North-East,
Rs. 32 Lac/aana,"Sitapaila, Kathmandu",13 Feet /Black Topped,South-East,3.3 aana
Rs. 50 Lac/aana,"Mulpani, Kathmandu",30 Feet /Dhalan,North-East,6.2 aana
Rs. 55 Lac/aana,"Deuwa Chowk, Kathmandu",13 Feet /Gravelled,West,
Rs. 1 Lac/aana,"Lapsiphedi, Kathmandu",10 Feet /Soil Stabilized,East,
Rs. 1.5 Lac/aana,"Lapsiphedi, Kathmandu",10 Feet /Gravelled,East,
Price on call,"Bharatpur, Chitwan",,East,
Price on call,"Samakhusi, Kathmandu",20 Feet /Dhalan,South-East,5.3 aana
Price on call,"Lokanthali, Bhaktapur",20 Feet /Dhalan,South-East,
Rs. 45 Lac/aana,"Besigaun, Kathmandu",16 Feet /Black Topped,East,
Rs. 42 Lac/aana,"Baluwakhani, Kathmandu",13 Feet /Gravelled,North-West,
Rs. 42 Lac/aana,"Nikoshera, Bhaktapur",20 Feet /Paved,West,
Rs. 50 Lac/aana,"Kamerotar, Bhaktapur",20 Feet /Gravelled,West,
Rs. 35 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,East,4.1 aana
Rs. 2.75 Lac/m,"Balkhu, Lalitpur",18 Feet /Black Topped,West,
Rs. 40 Lac/aana,"Balkot, Bhaktapur",36 Feet /Paved,North,
Rs. 45 Lac/aana,"Thimi, Bhaktapur",10 Feet /Dhalan,West,
Rs. 40 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,West,3.3 aana
Rs. 10 Lac/aana,"Bageshwori, Bhaktapur",20 Feet /Dhalan,East,
Rs. 37 Lac/aana,"Lubhu, Lalitpur",26 Feet /Gravelled,South-East,
Rs. 1 Cr/aana,"Old Baneshwor, Kathmandu",20 Feet /Black Topped,West,3.3 aana
Rs. 85 Lac/aana,"Shantinagar, Kathmandu",20 Feet /Black Topped,North,
Rs. 28 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,East,
Rs. 95 Lac/aana,"New Baneshwor, Kathmandu",20 Feet /Black Topped,West,
Rs. 1.05 Cr/aana,"New Baneshwor, Kathmandu",20 Feet /Black Topped,West,
Rs. 95 Lac/aana,"New Baneshwor, Kathmandu",20 Feet /Black Topped,West,
Rs. 29.5 Lac/aana,"Tokha, Kathmandu",12 Feet /Gravelled,East,4.2 aana
Rs. 1 Cr/aana,"Shankhamul, Kathmandu",20 Feet /Black Topped,North,
Rs. 1.1 Cr/aana,"Sinamangal, Kathmandu",20 Feet /Black Topped,North,
Rs. 79 Lac/aana,"New Baneshwor, Kathmandu",20 Feet /Black Topped,South,
Rs. 35 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,North-East,
Rs. 32 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,South-East,6.2 aana
Rs. 32 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,South-West,
Rs. 33 Lac/aana,"Lubhu, Lalitpur",13 Feet /Paved,East,
Rs. 47 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,South,
Rs. 37 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,South,
Rs. 37 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,South,
Rs. 33 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,South,
Rs. 29 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,North,3.3 aana
Rs. 35 Lac/aana,"Lubhu, Lalitpur",16 Feet /Paved,North-East,
Rs. 40 Lac/aana,"Tikathali, Lalitpur",13 Feet /Dhalan,North-West,3.2 aana
Rs. 28 Lac/aana,"Tikathali, Lalitpur",13 Feet /Paved,North,
Rs. 32 Lac/aana,"Sanagaun Lubhu, Lalitpur",8 Feet /Dhalan,West,
Rs. 35 Lac/aana,"Sanagaun Lubhu, Lalitpur",13 Feet /Gravelled,West,
Rs. 35 Lac/aana,"Balambu, Kathmandu",32 Feet /Paved,West,
Rs. 35 Lac/aana,"Tikathali, Lalitpur",13 Feet /Paved,South,3.2 aana
Rs. 42 Lac/aana,"Setipakha, Lalitpur",13 Feet /Dhalan,South-West,
Rs. 42 Lac/aana,"Setipakha, Lalitpur",13 Feet /Dhalan,South-East,5.2 aana
Rs. 52 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,East,7.3 aana
Rs. 3 Lac/aana,"Nagarkot, Bhaktapur",16 Feet /Black Topped,South,
Rs. 75 Lac/aana,"Maharajgunj, Kathmandu",20 Feet /Gravelled,West,
Rs. 39 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,North,
Rs. 50 Lac/aana,"Bojepokhari, Lalitpur",13 Feet /Paved,West,
Rs. 42 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,South,
Rs. 60 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Paved,South,3.3 aana
Rs. 60 Lac/aana,"Sanothimi, Bhaktapur",13 Feet /Paved,North-West,
Rs. 33 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,South,4.2 aana
Rs. 1.15 Cr,"Sanagaun Lubhu, Lalitpur",13 Feet /Gravelled,South,2.3 aana
Rs. 37 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,West,
Rs. 38 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,South,
Rs. 55 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Black Topped,East,
Rs. 37 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,West,
Rs. 40 Lac/aana,"Naya Thimi, Bhaktapur",20 Feet /Black Topped,East,7.3 aana
Rs. 35 Lac/aana,"Naya Thimi, Bhaktapur",20 Feet /Black Topped,East,
Rs. 27 Lac/aana,"Thankot, Kathmandu",13 Feet /Dhalan,East,
Rs. 27 Lac/aana,"Matatirtha, Kathmandu",13 Feet /Black Topped,East,
Rs. 28 Lac/aana,"Dahachowk, Kathmandu",13 Feet /Black Topped,South,
Rs. 18 Lac/aana,"Matatirtha, Kathmandu",13 Feet /Dhalan,South,
Rs. 40 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,East,
Rs. 36 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,East,
Price on call,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,South,
Rs. 1.17 Cr,"Siddhipur, Lalitpur",13 Feet /Gravelled,South,2.3 aana
Rs. 28 Lac/aana,"Changathali, Lalitpur",13 Feet /Gravelled,East,
Rs. 55 Lac/aana,"Ichangu Narayan, Kathmandu",14 Feet /Black Topped,South,
Rs. 75 Lac/aana,"Nagarjun, Kathmandu",24 Feet /Black Topped,North,
Price on call,"Satungal, Kathmandu",13 Feet /Gravelled,North-East,7.2 aana
Rs. 65 Lac/aana,"Golfutar, Kathmandu",13 Feet /Gravelled,South-East,
Rs. 39 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,South,4.2 aana
Rs. 36 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,West,
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,South,3.2 aana
Rs. 9 Lac/kattha,", Jhapa",16 Feet /Gravelled,East,
Rs. 40 Lac/aana,"Sallaghari, Bhaktapur",20 Feet /Paved,East,
Rs. 40 Lac/aana,"Chapali, Kathmandu",16 Feet /Gravelled,East,
Rs. 65 Lac/aana,"Golfutar, Kathmandu",13 Feet /Paved,East,5.2 aana
Rs. 55 Lac/aana,"Golfutar, Kathmandu",13 Feet /Paved,South,
Rs. 60 Lac/aana,"Italitar, Kathmandu",13 Feet /Paved,South,6.1 aana
Rs. 45 Lac/aana,"Bhangal , Kathmandu",20 Feet /Paved,South-West,
Rs. 30 Lac/aana,"Sallaghari, Bhaktapur",26 Feet /Paved,South,
Rs. 30 Lac/aana,"Katunje, Bhaktapur",13 Feet /Gravelled,North,
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,West,3.3 aana
Rs. 56 Lac/aana,"Kamerotar, Bhaktapur",23 Feet /Paved,North,5.1 aana
Rs. 30 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,4.3 aana
Rs. 1.15 Cr/aana,"Imadol, Lalitpur",13 Feet /Paved,South,
Rs. 60 Lac/aana,"Budhanilkantha, Kathmandu",,,
Rs. 85 Lac/aana,"Mid Baneshwor, Kathmandu",13 Feet /Black Topped,North,
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-West,4.1 aana
Rs. 33 Lac/aana,"Nikoshera, Bhaktapur",20 Feet /Paved,,4.3 aana
Rs. 45 Lac/aana,"Magar Gaun, Bhaktapur",13 Feet /Gravelled,East,
Rs. 26 Lac/aana,"Gagalphedi, Kathmandu",,North,
Rs. 50 Lac/aana,"Bode, Bhaktapur",40 Feet /Black Topped,North,
Rs. 42 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,East,
Rs. 40 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,South,4.1 aana
Rs. 37 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,North,
Rs. 35 Lac/aana,"Dhunche Pakha, Bhaktapur",20 Feet /Gravelled,North,
Rs. 35 Lac/aana,"Dhunche Pakha, Bhaktapur",20 Feet /Black Topped,West,
Rs. 35 Lac/aana,"Sallaghari, Bhaktapur",14 Feet /Gravelled,West,3.1 aana
Rs. 70 Lac/aana,"Chabahil, Kathmandu",13 Feet /Black Topped,West,
Rs. 90 Lac,"Imadol, Lalitpur",13 Feet /Paved,West,3.1 aana
Rs. 55 Lac/aana,"Imadol, Lalitpur",26 Feet /Paved,North,
Rs. 1.32 Cr/aana,"Putalisadak, Kathmandu",20 Feet /Black Topped,East,
Rs. 25 Lac/aana,"Santari, Kathmandu",22 Feet /Dhalan,East,
Rs. 55 Lac/aana,"Bhaisepati, Lalitpur",20 Feet /Paved,,
Rs. 45 Lac/aana,"Bhaisepati, Lalitpur",13 Feet /Black Topped,North-West,4.2 aana
Rs. 44 Lac/aana,"Kapan, Kathmandu",13 Feet /Dhalan,West,7.2 aana
Rs. 65 Lac/aana,"Dhumbarahi, Kathmandu",16 Feet /Black Topped,North-West,5.5 aana
Rs. 1.15 Cr/aana,"Sanepa, Lalitpur",20 Feet /Black Topped,South,
Rs. 98 Lac/aana,"Jhamsikhel, Lalitpur",12 Feet /Dhalan,North,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Soil Stabilized,East,3.2 aana
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Black Topped,North,3.5 aana
Rs. 40 Lac/aana,"Dhapasi, Kathmandu",16 Feet /Black Topped,South-West,
Rs. 47 Lac/aana,"Tokha Height, Kathmandu",20 Feet /Black Topped,South-West,
Rs. 35 Lac/aana,"Megha City, Kathmandu",16 Feet /Black Topped,South,
Rs. 35 Lac/aana,"Balkumari, Lalitpur",14 Feet /Black Topped,East,
Rs. 70 Lac,"Satungal, Kathmandu",14 Feet /Dhalan,North,
Rs. 16 Cr,"Dhangadhi, Kailali",35 Feet /Black Topped,South,5.18 kattha
Rs. 45 Lac/aana,"Budhanilkantha, Kathmandu",12 Feet /Black Topped,South,
Rs. 38 Lac/aana,"Hattigauda, Kathmandu",15 Feet /Gravelled,East,4.2 aana
Rs. 45 Lac/aana,"Chapali, Kathmandu",13 Feet /Gravelled,South-West,6.2 aana
Rs. 39 Lac/aana,"Bhaisepati, Lalitpur",12 Feet /Gravelled,North-East,6.2 aana
Rs. 55 Lac/aana,"Kalanki, Kathmandu",12 Feet /Dhalan,East,6.1 aana
Rs. 37 Lac/aana,"Naikap, Kathmandu",13 Feet /Dhalan,North-West,3.3 aana
Rs. 30 Lac/aana,"Hattiban, Lalitpur",10 Feet /Black Topped,West,3.2 aana
Rs. 47 Lac/aana,"Sitapaila, Kathmandu",21 Feet /Black Topped,North,
Rs. 66 Lac/aana,"Lokanthali, Bhaktapur",12 Feet /Black Topped,East,
Rs. 31 Lac/aana,"Ramkot, Kathmandu",,,3.3 aana
Rs. 37 Lac/aana,"Gothatar, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 40 Lac/aana,"Sallaghari, Bhaktapur",14 Feet /Black Topped,North-East,
Rs. 2 Lac/dhur,"Chaughada, Makwanpur",20 Feet /Paved,South,4.7 kattha
Rs. 60 Lac/aana,"Mandikhatar, Kathmandu",16 Feet /Black Topped,South,7.2 aana
Rs. 46 Lac/aana,"Narayanthan , Kathmandu",20 Feet /Black Topped,East,
Rs. 45 Lac/aana,"Nikoshera, Bhaktapur",20 Feet /Dhalan,West,4.1 aana
Rs. 27.5 Lac/aana,"Duwakot, Bhaktapur",20 Feet /Dhalan,South-East,
Rs. 57 Lac/aana,"Hattiban, Lalitpur",,West,
Rs. 55 Lac/aana,"Hattiban, Lalitpur",12 Feet /Paved,North-West,12.2 aana
Rs. 36 Lac/aana,"Dhapakhel, Lalitpur",13 Feet /Paved,West,3.2 aana
Rs. 50 Lac/aana,"Gatthaghar, Bhaktapur",13 Feet /Dhalan,East,3.1 aana
Rs. 37 Lac/aana,"Sukedhara, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 45 Lac/aana,"Balkot, Bhaktapur",13 Feet /Dhalan,West,4.2 aana
Rs. 20 Lac/aana,"Khadka Gaun, Bhaktapur",20 Feet /Gravelled,South,
Rs. 25 Lac/aana,"Khadka Gaun, Bhaktapur",20 Feet /Gravelled,South,3.1 aana
Rs. 50 Lac/aana,"Bhatkeko Pool, Kathmandu",13 Feet /Dhalan,South,4.2 aana
Rs. 40 Lac/aana,"Narayanthan , Kathmandu",13 Feet /Black Topped,South,
Rs. 25 Lac/aana,"Machhegaun , Kathmandu",13 Feet /Dhalan,North-East,4.2 aana
Rs. 30 Lac/aana,"Kavresthali, Kathmandu",10 Feet /Gravelled,North-East,
Rs. 9.5 Lac/aana,"Kavresthali, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 25 Lac/aana,"Chhabeli, Kathmandu",15 Feet /Dhalan,North,
Rs. 1 Lac/m,"Bhangal , Kathmandu",13 Feet /Dhalan,,
Rs. 21 Lac/aana,"Naikap, Kathmandu",13 Feet /Black Topped,North-East,
Rs. 40 Lac/aana,"Bhangal , Kathmandu",20 Feet /Dhalan,East,
Rs. 48 Lac,"Itahari, Sunsari",16 Feet /Black Topped,North,0.16 kattha
Rs. 70 Lac/aana,"Chandol, Kathmandu",13 Feet /Black Topped,North,
Rs. 45 Lac/aana,"Khadka Gaun, Kathmandu",13 Feet /Paved,South-East,5.3 aana
Price on call,"Tinthana, Kathmandu",22 Meter/Black Topped,East,16.2 aana
Rs. 70 Lac/aana,"Bijeshwori, Kathmandu",20 Feet /Black Topped,North-East,
Price on call,"Katari, Udayapur",20 Feet /Black Topped,East,1.1 kattha
Rs. 65 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,East,
Rs. 50 Lac/aana,"Raniban, Kathmandu",13 Feet /Dhalan,South,
Rs. 45 Lac/aana,"Raniban, Kathmandu",13 Feet /Black Topped,South-East,
Rs. 28 Lac/aana,"Taulung, Kathmandu",20 Feet /Dhalan,North-East,6.1 aana
Rs. 80 Lac/aana,"Hepali Height, Kathmandu",16 Feet /Black Topped,South,
Rs. 36 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,North,3.3 aana
Rs. 75 Lac/aana,"Dhumbarahi, Kathmandu",,South,3.1 aana
Rs. 39 Lac/aana,"Syuchatar, Kathmandu",13 Feet /Black Topped,East,
Rs. 29.5 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Gravelled,East,
Rs. 75 Lac/aana,"Sanepa, Lalitpur",20 Feet /Black Topped,South,
Price on call,"Pulchowk, Lalitpur",10 Feet /Black Topped,South,
Rs. 46 Lac/aana,"Harisiddhi, Lalitpur",10 Feet /Black Topped,North-East,
Rs. 18 Lac/aana,"Phutung, Kathmandu",10 Feet /Black Topped,South,
Rs. 35 Lac/aana,"Sanagaun Lubhu, Lalitpur",20 Feet /Gravelled,South,3.3 aana
Rs. 29.9 Lac/aana,"Srijananagar, Bhaktapur",,South,4.1 aana
Rs. 70 Lac/aana,"Sitapaila, Kathmandu",22 Feet /Black Topped,,5.3 aana
Rs. 70 Lac/aana,"Samakhushi chowk, Kathmandu",13 Feet /Black Topped,,
Rs. 75 Lac/aana,"Dhumbarahi, Kathmandu",11 Feet /Paved,South,
Rs. 30 Lac/aana,"Gokarna, Kathmandu",18 Feet /Dhalan,South,4.2 aana
Rs. 40 Lac/aana,"Aani Gumba, Kathmandu",13 Feet /Black Topped,South,
Rs. 32 Lac/aana,"Balambu, Kathmandu",15 Feet /Black Topped,North,3.2 aana
Rs. 25 Lac/aana,"White Gumba, Kathmandu",13 Feet /Black Topped,North-West,5.1 aana
Rs. 2.94 Cr,"Sallaghari, Bhaktapur",18 Feet /Black Topped,West,
Rs. 65 Lac/aana,"Sukedhara, Kathmandu",13 Feet /Black Topped,North,
Price on call,"Makalbari, Kathmandu",13 Feet /Black Topped,West,6.2 aana
Rs. 47 Lac/aana,"Chapali, Kathmandu",16 Feet /Black Topped,North-East,
Rs. 38 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Black Topped,North,
Rs. 16.5 Lac/aana,"Godawari, Lalitpur",20 Feet /Black Topped,North-East,
Rs. 35 Lac/aana,"Naya Naikap, Kathmandu",8 Feet /Gravelled,West,
Rs. 80 Lac/aana,"Katunje, Bhaktapur",13 Feet /Black Topped,East,
Rs. 52 Lac/aana,"Raniban, Kathmandu",13 Feet /Black Topped,South-West,4.1 aana
Rs. 85 Lac/aana,"Ranibari, Kathmandu",20 Feet /Black Topped,South,
Rs. 80 Lac/aana,"Buddhanagar, Kathmandu",20 Feet /Black Topped,South,
Rs. 30 Lac/aana,"Jagdol, Kathmandu",13 Feet /Dhalan,North-East,7.2 aana
Rs. 45 Lac/aana,"Kavresthali, Kathmandu",12 Feet /Gravelled,North-East,
Rs. 20 Lac/aana,"Goldhunga, Kathmandu",12 Feet /Dhalan,North-West,
Rs. 55 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,West,7.3 aana
Rs. 1 Cr/aana,"Gaushala, Kathmandu",18 Feet /Black Topped,South,1.2 aana
Rs. 25 Lac/aana,"Salyanthan Plotting, Kathmandu",13 Feet /Soil Stabilized,South,
Rs. 23 Lac/aana,"Champadevi, Kathmandu",15 Feet /Soil Stabilized,East,
Rs. 15.4 Cr,"Bagbazar, Kathmandu",15 Feet /Dhalan,North,
Rs. 25 Lac/aana,"Danchhi, Kathmandu",20 Feet /Black Topped,West,4.1 aana
Rs. 60 Lac/aana,"Budhanilkantha, Kathmandu",22 Feet /Black Topped,West,5.2 aana
Price on call,"Jitpurphedi, Kathmandu",12 Feet /Dhalan,North-East,79.1 aana
Rs. 18 Lac/aana,"Chobhar, Kathmandu",22 Feet /Black Topped,South-East,
Rs. 32 Lac/aana,"Bhaktapur, Bhaktapur",12 Feet /Dhalan,East,3.3 aana
Rs. 6 Lac/aana,"Panchkhal, Kavrepalanchok",13 Feet /Dhalan,North-East,
Price on call,"Tinahu, Palpa",20 Feet /Black Topped,East,
Rs. 42 Lac/aana,"Kapan, Kathmandu",16 Feet /Dhalan,North-East,
Rs. 40 Lac/aana,"Sankhu, Kathmandu",30 Feet /Black Topped,West,11.1 aana
Rs. 1.2 Cr/aana,"Jamal, Kathmandu",13 Feet /Black Topped,East,14.2 aana
Rs. 45 Lac/aana,"Banasthali, Kathmandu",13 Feet /Gravelled,South,8.2 aana
Rs. 47 Lac/aana,"Imadol, Lalitpur",26 Feet /Black Topped,West,
Rs. 42 Lac/aana,"Hattigauda, Kathmandu",13 Feet /Gravelled,South,
Rs. 52 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,West,
Rs. 45 Lac/aana,"Harisiddhi, Lalitpur",10 Feet /Dhalan,South-West,
Rs. 78 Lac/aana,"Tinkune, Kathmandu",,South,4.2 aana
Rs. 75 Lac/aana,"Minbhawan, Kathmandu",13 Feet /Black Topped,East,
Rs. 46 Lac/aana,"Thimi, Bhaktapur",20 Feet /Dhalan,South,3.3 aana
Rs. 6 Lac/aana,"Sundarijal, Kathmandu",13 Feet /Soil Stabilized,South,
Rs. 17 Lac/aana,"Santari, Kathmandu",13 Feet /Soil Stabilized,,4.1 aana
Rs. 45 Lac/aana,"Tinchuli, Kathmandu",20 Feet /Black Topped,,
Rs. 75 Lac,"Danchhi, Kathmandu",13 Feet /Dhalan,,
Rs. 42 Lac/aana,"Panitanki, Bhaktapur",13 Feet /Black Topped,North-West,7.2 aana
Rs. 34.5 Lac/aana,"Bhaisepati, Lalitpur",13 Feet /Black Topped,South,
Rs. 38 Lac/aana,"Bhangal , Kathmandu",,East,
Rs. 65 Lac/aana,"Ganesh Chowk, Kathmandu",22 Feet /Black Topped,North,
Rs. 38 Lac/aana,"Thimi, Bhaktapur",12 Feet /Dhalan,West,3.2 aana
Rs. 33 Lac,"Devchuli, Nawalpur",20 Feet /Gravelled,South,1.2 kattha
Rs. 25 Lac/aana,"Patneri, Kaski",15 Feet /Paved,South,5.3 aana
Rs. 55 Lac/aana,"Mulpani, Kathmandu",18 Feet /Black Topped,West,6.1 aana
Rs. 25 Lac/aana,"Jorpati, Kathmandu",15 Feet /Black Topped,North-East,
Rs. 62 Lac/aana,"Raniban, Kathmandu",22 Feet /Black Topped,North,7.3 aana
Rs. 53 Lac/aana,"Raniban, Kathmandu",22 Feet /Dhalan,West,
Rs. 52 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Paved,South-East,
Rs. 25 Lac/aana,"Lamatar, Lalitpur",13 Feet /Dhalan,South,2.2 aana
Rs. 42 Lac/aana,"Italitar, Kathmandu",13 Feet /Black Topped,East,
Rs. 1 Cr/aana,"Naxal, Kathmandu",13 Feet /Dhalan,South,
Rs. 26 Lac/aana,"Tokha, Kathmandu",14 Feet /Dhalan,East,
Rs. 37 Lac/aana,"Paiyatar, Kathmandu",14 Feet /Gravelled,North-East,3.2 aana
Rs. 35 Lac,"Birtamode, Jhapa",16 Feet /Dhalan,,0.9 kattha
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",20 Feet /Dhalan,East,
Rs. 50 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,South-West,
Rs. 28 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,West,
Rs. 23 Lac/aana,"Lubhu, Lalitpur",12 Feet /Gravelled,North,
Price on call,"Bhimdhunga, Kathmandu",14 Feet /Soil Stabilized,South,
