neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,3.2,10240000.0,13.0,Pitched,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,3.2,10240000.0,,,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,3.1,9920000.0,12.0,Gravel,South,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,4.2,18900000.0,14.0,Paved,North-West,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",3000000.0,,,13.0,Pitched,North-West,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",2700000.0,,,8.0,Pitched,North-West,False,False,False,False,False
Dhalpa Road,Kathmandu,"Dhalpa Road, Kathmandu",2269503.5460992907,42.3,96000000.0,20.0,Pitched,South,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6500000.0,,,15.0,Pitched,South,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",3200000.0,,,12.0,Gravel,South,False,False,False,False,False
Narayanthan,Kathmandu,"Narayanthan , Kathmandu",4500000.0,,,13.0,Pitched,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3100000.0,,,13.0,Gravel,North-East,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",2500000.0,,,20.0,Pitched,South,False,False,False,False,False
Dhangadhi,Kailali,"Dhangadhi, Kailali",,,,36.0,Pitched,East,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3600000.0,4.2,15120000.0,26.0,Pitched,South,False,False,False,False,False
Tyanglafat,Kathmandu,"Tyanglafat, Kathmandu",5000000.0,,,13.0,Gravel,North-East,False,False,False,False,False
Tyanglafat,Kathmandu,"Tyanglafat, Kathmandu",5500000.0,,,13.0,Pitched,North-East,False,False,False,False,False
Tyanglafat,Kathmandu,"Tyanglafat, Kathmandu",5000000.0,,,13.0,Gravel,West,False,False,False,False,False
Maitrinagar,Kathmandu,"Maitrinagar, Kathmandu",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
Nakhudole,Lalitpur,"Nakhudole, Lalitpur",4950000.0,,,10.0,Paved,South,False,False,False,False,False
Naubise,Dhading,"Naubise, Dhading",1862745.098039216,5.1,9500000.0,,Paved,East,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4600000.0,,,13.0,Pitched,West,False,False,False,False,False
Chandol,Kathmandu,"Chandol, Kathmandu",8000000.0,,,13.0,Pitched,North-East,False,False,False,False,False
Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7000000.0,,,12.0,Pitched,South,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",3500000.0,,,20.0,Pitched,South,False,False,False,False,False
Gairidhara,Kathmandu,"Gairidhara, Kathmandu",16000000.0,,,30.0,Pitched,East,False,False,False,False,False
Naxal,Kathmandu,"Naxal, Kathmandu",10000000.0,,,23.0,Pitched,,False,False,False,False,False
Baluwatar,Kathmandu,"Baluwatar, Kathmandu",8500000.0,,,,,East,False,False,False,False,False
Chundevi,Kathmandu,"Chundevi, Kathmandu",7500000.0,,,16.0,Pitched,South-West,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",3500000.0,,,16.0,Pitched,West,False,False,False,False,False
Thamel,Kathmandu,"Thamel, Kathmandu",15000000.0,11.2,168000000.0,20.0,Pitched,North-East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",5700000.0,,,14.0,Paved,North,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",4545454.545454545,2.2,10000000.0,12.0,Paved,North,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",4700000.0,,,12.0,Pitched,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3400000.0,4.3,14620000.0,11.0,Paved,West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3600000.0,,,13.0,Paved,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",4300000.0,3.2,13760000.0,22.0,Paved,West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3800000.0,,,,,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",4000000.0,,,20.0,Paved,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",4200000.0,,,20.0,Paved,South,False,False,False,False,False
Chandol,Kathmandu,"Chandol, Kathmandu",6500000.0,,,13.0,Pitched,South,False,False,False,False,False
Dhunchepakha,Bhaktapur,"Dhunchepakha, Bhaktapur",4200000.0,,,20.0,Paved,East,False,False,False,False,False
Balajutar,Kathmandu,"Balajutar, Kathmandu",3500000.0,,,5.0,Pitched,West,False,False,False,False,False
Dhunchepakha,Bhaktapur,"Dhunchepakha, Bhaktapur",3600000.0,6.1,21960000.0,20.0,Gravel,East,False,False,False,False,False
Sanobharyang,Kathmandu,"Sanobharyang, Kathmandu",5500000.0,6.2,34100000.0,10.0,Pitched,North-West,False,False,False,False,False
Harhar Mahadev,Kathmandu,"Harhar Mahadev, Kathmandu",3300000.0,,,13.0,Pitched,South,False,False,False,False,False
Sanobharyang,Kathmandu,"Sanobharyang, Kathmandu",6000000.0,,,13.0,Pitched,South,False,False,False,False,False
Mhaipi,Kathmandu,"Mhaipi, Kathmandu",5000000.0,3.1,15500000.0,8.0,Paved,,False,False,False,False,False
Sorhakhutte,Kathmandu,"Sorhakhutte, Kathmandu",6500000.0,7.2,46800000.0,13.0,Pitched,South,False,False,False,False,False
Chamati,Kathmandu,"Chamati, Kathmandu",8500000.0,,,20.0,Pitched,South,False,False,False,False,False
Halchowk,Kathmandu,"Halchowk, Kathmandu",2500000.0,,,3.0,Pitched,South-East,False,False,False,False,False
Balaju,Kathmandu,"Balaju, Kathmandu",5500000.0,3.1,17050000.0,10.0,Pitched,South-East,False,False,False,False,False
Chhetrapati,Kathmandu,"Chhetrapati, Kathmandu",5000000.0,,,5.0,Pitched,South,False,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",7000000.0,,,8.0,Pitched,East,False,False,False,False,False
Naya Bazar,Kathmandu,"Naya Bazar, Kathmandu",12500000.0,,,40.0,Pitched,North-West,False,False,False,False,False
Halchowk,Kathmandu,"Halchowk, Kathmandu",3200000.0,,,13.0,Pitched,South-West,False,False,False,False,False
Baluwatar,Kathmandu,"Baluwatar, Kathmandu",7700000.0,8.2,63139999.99999999,10.0,Pitched,North-East,False,False,False,False,False
Gairidhara,Kathmandu,"Gairidhara, Kathmandu",6500000.0,7.1,46150000.0,12.0,Pitched,South-East,False,False,False,False,False
Balkhu,Kathmandu,"Balkhu, Kathmandu",7500000.0,,,13.0,Pitched,North,False,False,False,False,False
Handigaun,Kathmandu,"Handigaun, Kathmandu",6500000.0,,,18.0,Pitched,North,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",5000000.0,10.2,51000000.0,13.0,Pitched,North-West,False,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",9500000.0,,,13.0,Pitched,East,False,False,False,False,False
Teku,Kathmandu,"Teku, Kathmandu",6000000.0,,,10.0,Pitched,East,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",6000000.0,,,13.0,Pitched,South-East,False,False,False,False,False
Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",6000000.0,,,18.0,Pitched,North,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",6000000.0,,,10.0,Pitched,North,False,False,False,False,False
Balkhu,Kathmandu,"Balkhu, Kathmandu",5500000.0,,,8.0,Pitched,South,False,False,False,False,False
Chamati,Kathmandu,"Chamati, Kathmandu",7500000.0,5.2,39000000.0,20.0,Pitched,South,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",8500000.0,,,16.0,Pitched,South,False,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",10000000.0,6.2,62000000.0,16.0,Pitched,North,False,False,False,False,False
Bishalnagar,Kathmandu,"Bishalnagar, Kathmandu",11500000.0,,,13.0,Pitched,East,False,False,False,False,False
Naya Bazar,Kathmandu,"Naya Bazar, Kathmandu",12500000.0,7.2,90000000.0,20.0,Pitched,North,False,False,False,False,False
Samakhusi,Kathmandu,"Samakhusi, Kathmandu",5200000.0,9.2,47840000.0,13.0,Pitched,South,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2300000.0,,,13.0,Pitched,East,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3200000.0,,,13.0,Paved,North-East,False,False,False,False,False
Gongabu,Kathmandu,"Gongabu, Kathmandu",,,,10.0,Pitched,South,False,False,False,False,False
Lazimpat,Kathmandu,"Lazimpat, Kathmandu",8000000.0,,,13.0,Pitched,South-East,False,False,False,False,False
Sanobharyang,Kathmandu,"Sanobharyang, Kathmandu",5200000.0,,,15.0,Pitched,South,False,False,False,False,False
Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",8663366.336633664,10.1,87500000.0,20.0,Pitched,South-East,False,False,False,False,False
Dhobighat,Lalitpur,"Dhobighat, Lalitpur",8000000.0,,,16.0,Pitched,West,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2500000.0,4.1,10250000.0,12.0,Gravel,West,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",6200000.0,11.5,71300000.0,13.0,Pitched,South,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",,,85000000.0,16.0,Pitched,North-West,False,False,False,False,False
Bhanimandal,Lalitpur,"Bhanimandal, Lalitpur",10500000.0,,,10.0,Pitched,West,False,False,False,False,False
Kupandole,Lalitpur,"Kupandole, Lalitpur",8500000.0,,,20.0,Pitched,North-East,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",5300000.0,,,16.0,Pitched,North-East,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",5500000.0,,,13.0,Pitched,South-West,False,False,False,False,False
Nakhipot,Lalitpur,"Nakhipot, Lalitpur",3800000.0,,,12.0,Gravel,South-West,False,False,False,False,False
Nakhipot,Lalitpur,"Nakhipot, Lalitpur",3800000.0,,,20.0,Pitched,East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2600000.0,,,16.0,Gravel,North-West,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",1800000.0,,,13.0,Gravel,West,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",2600000.0,,,10.0,Gravel,East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",1850000.0,4.3,7955000.0,13.0,Gravel,South,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",5600000.0,,,16.0,Paved,East,False,False,False,False,False
Dhobighat,Lalitpur,"Dhobighat, Lalitpur",8500000.0,,,24.0,Pitched,East,False,False,False,False,False
Soltimode,Kathmandu,"Soltimode, Kathmandu",9500000.0,,,14.0,Paved,South,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",10000000.0,,,16.0,Pitched,West,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2300000.0,,,13.0,Gravel,East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2600000.0,,,13.0,Gravel,North-East,False,False,False,False,False
Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",8500000.0,,,18.0,Pitched,South,False,False,False,False,False
Jwagal,Lalitpur,"Jwagal, Lalitpur",7500000.0,5.8,43500000.0,13.0,Pitched,East,False,False,False,False,False
Dhobighat,Lalitpur,"Dhobighat, Lalitpur",5000000.0,,,12.0,Pitched,East,False,False,False,False,False
Jawalakhel,Lalitpur,"Jawalakhel, Lalitpur",13500000.0,,,13.0,Pitched,East,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",2000000.0,,,10.0,Gravel,South-East,False,False,False,False,False
Thasikhel,Lalitpur,"Thasikhel, Lalitpur",6500000.0,,,13.0,Pitched,East,False,False,False,False,False
Nakhipot,Lalitpur,"Nakhipot, Lalitpur",4500000.0,,,20.0,Pitched,South-West,False,False,False,False,False
Jhamsikhel,Lalitpur,"Jhamsikhel, Lalitpur",16500000.0,,,20.0,Pitched,West,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",13500000.0,,,20.0,Pitched,East,False,False,False,False,False
Jhamsikhel,Lalitpur,"Jhamsikhel, Lalitpur",13000000.0,,,20.0,Pitched,North,False,False,False,False,False
Godamchaur,Lalitpur,"Godamchaur, Lalitpur",2500000.0,3.5,8750000.0,20.0,Gravel,South,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4000000.0,,,16.0,Gravel,North-East,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",6500000.0,7.2,46800000.0,13.0,Gravel,South,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",8500000.0,,,10.0,Gravel,North,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4300000.0,,,13.0,Gravel,South-West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4300000.0,,,13.0,Gravel,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3200000.0,,,20.0,Gravel,East,False,False,False,False,False
Sunakothi,Lalitpur,"Sunakothi, Lalitpur",4200000.0,,,20.0,Paved,North-East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4300000.0,3.1,13330000.0,13.0,Gravel,North,False,False,False,False,False
Nakhipot,Lalitpur,"Nakhipot, Lalitpur",6000000.0,,,26.0,Paved,East,False,False,False,False,False
Thecho,Lalitpur,"Thecho, Lalitpur",2350000.0,3.2,7520000.0,13.0,Paved,West,False,False,False,False,False
Chapagaun,Lalitpur,"Chapagaun, Lalitpur",1800000.0,19.1,34380000.0,13.0,Paved,East,False,False,False,False,False
Sunakothi,Lalitpur,"Sunakothi, Lalitpur",4200000.0,,,13.0,Gravel,South-East,False,False,False,False,False
Sunakothi,Lalitpur,"Sunakothi, Lalitpur",4000000.0,4.2,16800000.0,13.0,Paved,South,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",1300000.0,,,20.0,Gravel,West,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",1600000.0,,,16.0,Gravel,South-East,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",1800000.0,3.2,5760000.0,20.0,Gravel,West,False,False,False,False,False
Dhulikhel,Kavrepalanchok,"Dhulikhel, Kavrepalanchok",187500.0,,,14.0,Gravel,South-West,False,False,False,True,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4300000.0,3.1,13330000.0,13.0,Gravel,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,13.0,Paved,North,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,,,13.0,Paved,South,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",3800000.0,3.5,13300000.0,13.0,Paved,East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2000000.0,4.1,8199999.999999999,13.0,Gravel,North-West,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",13000000.0,,,20.0,Pitched,South,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",8000000.0,,,13.0,Pitched,East,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",7600000.0,,,13.0,Pitched,East,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",11000000.0,,,22.0,Pitched,East,False,False,False,False,False
Dillibazar,Kathmandu,"Dillibazar, Kathmandu",7500000.0,6.3,47250000.0,12.0,Pitched,East,False,False,False,False,False
Maitidevi,Kathmandu,"Maitidevi, Kathmandu",9000000.0,,,15.0,Pitched,South,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",8500000.0,,,20.0,Pitched,East,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",6800000.0,6.2,42160000.0,12.0,Pitched,North,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",3300000.0,,,13.0,Gravel,East,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",3200000.0,,,20.0,Pitched,South-West,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",3200000.0,,,16.0,Gravel,South-West,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",1600000.0,3.2,5120000.0,13.0,Paved,West,False,False,False,False,False
Jharuwarasi,Lalitpur,"Jharuwarasi, Lalitpur",2000000.0,3.2,6400000.0,13.0,Paved,East,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",2600000.0,,,13.0,Paved,North-West,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",2000000.0,,,13.0,Paved,East,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
Nakhipot,Lalitpur,"Nakhipot, Lalitpur",4500000.0,4.2,18900000.0,13.0,Paved,East,False,False,False,False,False
Sunakothi,Lalitpur,"Sunakothi, Lalitpur",4000000.0,,,16.0,Paved,South,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",3200000.0,3.2,10240000.0,13.0,Gravel,West,False,False,False,False,False
Thecho,Lalitpur,"Thecho, Lalitpur",2200000.0,,,13.0,Paved,South,False,False,False,False,False
Kusunti,Lalitpur,"Kusunti, Lalitpur",5500000.0,,,13.0,Paved,West,False,False,False,False,False
Kusunti,Lalitpur,"Kusunti, Lalitpur",6500000.0,,,20.0,Paved,South,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",3500000.0,3.5,12250000.0,13.0,Gravel,East,False,False,False,False,False
Nikoshera,Bhaktapur,"Nikoshera, Bhaktapur",3800000.0,3.5,13300000.0,20.0,Gravel,East,False,False,False,False,False
Sallaghari,Bhaktapur,"Sallaghari, Bhaktapur",4200000.0,,,20.0,Gravel,East,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3200000.0,3.2,10240000.0,13.0,Paved,North-East,False,False,False,False,False
Bagdol,Lalitpur,"Bagdol, Lalitpur",5500000.0,,,20.0,Paved,South,False,False,False,False,False
Satdobato,Lalitpur,"Satdobato, Lalitpur",3500000.0,,,8.0,Paved,North,False,False,False,False,False
Satdobato,Lalitpur,"Satdobato, Lalitpur",3500000.0,,,8.0,Paved,North,False,False,False,False,False
Gothatar,Kathmandu,"Gothatar, Kathmandu",5100000.0,5.2,26520000.0,20.0,Paved,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2500000.0,,,36.0,Paved,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",1900000.0,15.1,28690000.0,36.0,Paved,South-East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2200000.0,,,36.0,Paved,North-East,False,False,False,False,False
Shital Height,Lalitpur,"Shital Height, Lalitpur",3600000.0,,,13.0,Paved,East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4200000.0,,,13.0,Paved,East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,3.2,14400000.0,13.0,Paved,North,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4100000.0,3.3,13530000.0,13.0,Gravel,North,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,,,13.0,Gravel,West,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",2850000.0,9.3,26505000.000000004,10.0,Paved,South-East,False,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2800000.0,,,13.0,Paved,South,False,False,False,False,False
Jhamsikhel,Lalitpur,"Jhamsikhel, Lalitpur",18000000.0,,,33.0,Paved,South-East,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2600000.0,3.2,8320000.0,20.0,Paved,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",1250000.0,,,13.0,Paved,East,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3200000.0,,,13.0,Paved,,False,False,False,False,False
Shankhamul,Kathmandu,"Shankhamul, Kathmandu",7500000.0,10.3,77250000.0,26.0,Pitched,East,False,False,False,False,False
Shankhamul,Kathmandu,"Shankhamul, Kathmandu",8000000.0,5.3,42400000.0,13.0,Pitched,North,False,False,False,False,False
Tinkune,Kathmandu,"Tinkune, Kathmandu",8500000.0,,,25.0,Pitched,North,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",9000000.0,,,10.0,Pitched,North,False,False,False,False,False
Koteshwor,Kathmandu,"Koteshwor, Kathmandu",7500000.0,7.2,54000000.0,13.0,Pitched,South,False,False,False,False,False
Anamnagar,Kathmandu,"Anamnagar, Kathmandu",10000000.0,,,12.0,Pitched,North-East,False,False,False,False,False
Koteshwor,Kathmandu,"Koteshwor, Kathmandu",5500000.0,4.2,23100000.0,10.0,Pitched,North,False,False,False,False,False
Baneshwor,Kathmandu,"Baneshwor, Kathmandu",8500000.0,,,20.0,Pitched,West,False,False,False,False,False
Putalisadak,Kathmandu,"Putalisadak, Kathmandu",15000000.0,,,12.0,Pitched,North,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",7500000.0,,,20.0,Pitched,West,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",8000000.0,3.1,24800000.0,12.0,Pitched,East,False,False,False,False,False
Dillibazar,Kathmandu,"Dillibazar, Kathmandu",14000000.0,,,16.0,Pitched,East,False,False,False,False,False
Putalisadak,Kathmandu,"Putalisadak, Kathmandu",12500000.0,,,5.0,Gravel,South,False,False,False,False,False
Nagdaha,Lalitpur,"Nagdaha, Lalitpur",2800000.0,3.2,8960000.0,13.0,Paved,South-East,False,False,False,False,False
Lele,Lalitpur,"Lele, Lalitpur",1000000.0,,,13.0,Paved,South-West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,20.0,Gravel,East,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",4500000.0,,,13.0,Gravel,North-East,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",4500000.0,,,13.0,Pitched,South-East,False,False,False,False,False
Setipakha,Lalitpur,"Setipakha, Lalitpur",6000000.0,,,20.0,Paved,North-East,False,False,False,False,False
Gwarko,Lalitpur,"Gwarko, Lalitpur",10326086.95652174,9.2,95000000.0,22.0,Paved,West,False,False,False,False,False
