district,property_type,property_face,road_type,municipality,ward_no,neighborhood,price_per_aana,land_size_aana,road_width_feet,facing_road_width,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,public_transport_m,police_station_m,ring_road_m,ring_road_proximity,comm_road_premium,is_corner_plot
Kathmandu,Residential,East,Low Access,Budhanilkantha,6,Budhanilkantha,7000000.0,17.0,40.0,92.0,500.0,8000.0,200.0,2000.0,200.0,200.0,200.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,Low Access,Budhanilkantha,4,Budhanilkantha,3600000.0,3.0,13.0,30.0,1000.0,8000.0,100.0,2000.0,500.0,500.0,800.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,8,Kadaghari,4700000.0,4.18,11.0,33.0,2300.0,3500.0,300.0,2500.0,500.0,300.0,1000.0,3300.0,0.12342660802295771,0.0,1
Kathmandu,Residential,East,High Access,Chandragiri,9,Kirtipur,2300000.0,4.0,13.0,30.0,3000.0,10000.0,1000.0,6000.0,1000.0,1000.0,2000.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Residential,North-West,High Access,Chandragiri,15,Kirtipur,3200000.0,3.0,13.0,55.0,1000.0,10000.0,300.0,3000.0,300.0,100.0,500.0,400.0,0.16683457378359495,0.0,1
Kathmandu,Residential,North,High Access,Ramkot,5,Sitapaila,2800000.0,3.0,16.0,25.0,400.0,11000.0,500.0,2000.0,1000.0,500.0,1700.0,2500.0,0.12780457668621606,0.0,0
Kathmandu,Residential,South-East,Low Access,Budhanilkantha,13,Budhanilkantha,2200000.0,11.5,13.0,30.0,1000.0,8000.0,200.0,3000.0,800.0,200.0,500.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Residential,East,Low Access,Unknown,9,Mid_Zone,4500000.0,8.0,13.0,38.0,2000.0,12000.0,500.0,2000.0,200.0,500.0,1700.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,Low Access,Unknown,9,Mid_Zone,4500000.0,6.0,13.0,37.0,2000.0,12000.0,500.0,2000.0,200.0,500.0,1700.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North-West,High Access,Budhanilkantha,10,Kapan,2500000.0,21.0,13.0,28.0,1000.0,4000.0,500.0,3000.0,1000.0,500.0,1000.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Residential,West,High Access,Kathmandu,26,Samakhusi,5500000.0,9.5,13.0,35.0,1000.0,5000.0,100.0,2000.0,500.0,500.0,500.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Residential,West,High Access,Tarkeshwor,6,Tarkeshwor,2500000.0,10.25,33.0,36.0,1000.0,13000.0,500.0,3000.0,500.0,50.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,East,High Access,Tarkeshwor,5,Tarkeshwor,5300000.0,9.5,10.0,35.0,1000.0,11000.0,500.0,1000.0,500.0,500.0,1000.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,West,Low Access,Tarkeshwor,5,Tarkeshwor,3600000.0,5.0,12.0,36.0,3000.0,13000.0,300.0,3000.0,500.0,300.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,North-East,High Access,Gokarneshwor,8,Mid_Zone,4300000.0,11.0,13.0,28.0,1000.0,6000.0,500.0,4000.0,1000.0,500.0,500.0,5000.0,0.1174068144882187,0.0,1
Kathmandu,Commercial,South-West,High Access,Kageshwori Manohara,8,Gothatar,6000000.0,5.75,26.0,48.0,4000.0,3200.0,200.0,5000.0,300.0,200.0,2000.0,4000.0,0.12056473085830295,26.0,1
Kathmandu,Residential,North,Low Access,Budhanilkantha,6,Budhanilkantha,4500000.0,8.5,13.0,38.0,500.0,8000.0,200.0,2000.0,500.0,100.0,500.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Commercial,South-East,High Access,Kathmandu,6,Chabahil,8000000.0,9.0,25.0,55.0,1000.0,4000.0,500.0,1000.0,100.0,50.0,1700.0,4000.0,0.12056473085830295,25.0,1
Kathmandu,Residential,South,Low Access,Unknown,8,Budget_Zone,2500000.0,7.0,13.0,55.0,1000.0,8000.0,100.0,3000.0,100.0,50.0,100.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,North-West,Low Access,Budhanilkantha,13,Budhanilkantha,3200000.0,5.5,13.0,47.0,1000.0,8000.0,200.0,2000.0,500.0,200.0,500.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Residential,East,High Access,Tarkeshwor,8,Tarkeshwor,4000000.0,4.25,13.0,32.0,2000.0,12000.0,100.0,2000.0,1000.0,50.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,Low Access,Tarkeshwor,2,Tarkeshwor,2300000.0,3.75,13.0,36.0,3000.0,16000.0,200.0,6000.0,200.0,100.0,200.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Commercial,South,High Access,Tarkeshwor,1,Tarkeshwor,3200000.0,7.5,58.0,36.0,5000.0,14000.0,2000.0,4000.0,2000.0,200.0,1000.0,9000.0,0.10982866664979875,58.0,0
Kathmandu,Residential,East,Low Access,Tokha,2,Tokha,3500000.0,4.0,20.0,36.0,1000.0,8000.0,100.0,1000.0,200.0,50.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,Low Access,Tokha,2,Tokha,4000000.0,4.75,20.0,44.0,1000.0,8000.0,100.0,1000.0,500.0,50.0,1000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Commercial,South-West,High Access,Tokha,3,Tokha,7000000.0,9.0,58.0,50.0,500.0,7000.0,100.0,700.0,100.0,200.0,300.0,4000.0,0.12056473085830295,58.0,1
Kathmandu,Residential,South,Low Access,Kageshwori Manohara,8,Gothatar,4100000.0,4.85,20.0,30.0,2500.0,3800.0,400.0,3500.0,300.0,300.0,800.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Semi-commercial,North,Low Access,Chandragiri,6,Outskirt_Zone,1500000.0,17.0,20.0,58.0,5000.0,10000.0,500.0,5000.0,4000.0,200.0,3000.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Commercial,South-East,High Access,Kathmandu,32,Pepsicola,7000000.0,5.0,26.13,40.0,3400.0,2700.0,300.0,2800.0,2300.0,50.0,3000.0,2800.0,0.12598057333163432,26.13,1
Kathmandu,Residential,South-East,Low Access,Kathmandu,32,Pepsicola,6000000.0,3.25,20.0,22.0,3400.0,2700.0,300.0,2800.0,2300.0,50.0,3000.0,2800.0,0.12598057333163432,0.0,1
Kathmandu,Residential,East,High Access,Kageshwori Manohara,7,Mulpani,4300000.0,4.0,13.0,34.0,6000.0,7200.0,300.0,5000.0,300.0,50.0,1000.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Residential,South-East,High Access,Kathmandu,6,Guheshwori,4000000.0,6.0,13.0,28.0,1000.0,4000.0,500.0,2000.0,500.0,500.0,500.0,500.0,0.1608594760130434,0.0,1
Kathmandu,Residential,South,High Access,Tokha,8,Tokha,5200000.0,8.0,10.0,35.0,1000.0,7000.0,100.0,1000.0,500.0,50.0,1000.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South,Low Access,Tokha,2,Tokha,2500000.0,4.0,13.0,35.0,2000.0,8000.0,500.0,2000.0,500.0,500.0,1000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South,High Access,Budhanilkantha,8,Budhanilkantha,5000000.0,5.65,13.0,38.0,1000.0,6000.0,300.0,2000.0,800.0,500.0,800.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,South,Low Access,Kageshwori Manohara,5,Mulpani,2700000.0,3.75,13.0,26.0,3500.0,8000.0,500.0,7000.0,500.0,300.0,1000.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,West,Low Access,Kageshwori Manohara,5,Mulpani,2800000.0,4.5,13.0,33.0,3500.0,8500.0,600.0,7000.0,300.0,300.0,1800.0,6500.0,0.11389896170227155,0.0,0
Kathmandu,Commercial,South-East,High Access,Kageshwori Manohara,5,Mulpani,4000000.0,14.45,36.0,44.0,3000.0,8000.0,500.0,6500.0,500.0,50.0,1500.0,6000.0,0.11494673815138318,36.0,1
Kathmandu,Commercial,East,High Access,Tarkeshwor,2,Tarkeshwor,4000000.0,4.35,26.0,36.0,1000.0,14000.0,50.0,3000.0,1000.0,50.0,600.0,3000.0,0.12489538691450888,26.0,0
Kathmandu,Commercial,South,High Access,Kageshwori Manohara,5,Mulpani,4600000.0,4.0,36.0,29.0,3000.0,11000.0,700.0,7000.0,1000.0,100.0,1400.0,7500.0,0.11207254883254941,36.0,0
Kathmandu,Residential,West,Low Access,Kageshwori Manohara,1,Kageshwari-Manohara,1400000.0,5.0,20.0,28.0,1600.0,15000.0,800.0,12000.0,500.0,900.0,1000.0,12000.0,0.10646514650027929,0.0,0
Kathmandu,Residential,East,High Access,Nagarjun,2,Sanobharyang,6500000.0,10.25,13.0,35.0,1000.0,12000.0,500.0,2000.0,700.0,500.0,700.0,1500.0,0.13672620632778687,0.0,0
Kathmandu,Residential,East,High Access,Tarkeshwor,6,Tarkeshwor,3400000.0,4.5,13.0,36.0,100.0,13000.0,50.0,2000.0,1000.0,50.0,50.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South,High Access,Kathmandu,13,Kuleshwor,8500000.0,10.0,16.0,45.0,500.0,5000.0,100.0,1000.0,500.0,200.0,200.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,South,High Access,Kathmandu,15,Chamati,7500000.0,5.5,20.0,27.0,1000.0,5000.0,200.0,1000.0,500.0,500.0,500.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,East,High Access,Tarkeshwor,1,Balaju,3000000.0,5.0,20.0,35.0,4000.0,14000.0,1000.0,4000.0,1000.0,50.0,1000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South-East,High Access,Nagarjun,3,High_Zone,6500000.0,4.0,20.0,50.0,750.0,12000.0,400.0,2000.0,700.0,200.0,1700.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South,High Access,Nagarjun,3,Budget_Zone,4500000.0,5.0,20.0,50.0,1000.0,12000.0,400.0,2000.0,700.0,350.0,750.0,2500.0,0.12780457668621606,0.0,0
Kathmandu,Residential,South-East,High Access,Nagarjun,3,Budget_Zone,3200000.0,4.0,13.0,26.0,1000.0,12000.0,400.0,2000.0,700.0,750.0,1000.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Semi-commercial,East,High Access,Tarkeshwor,6,Tarkeshwor,3200000.0,6.5,26.0,61.0,1000.0,9000.0,500.0,3000.0,500.0,50.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North,Low Access,Budhanilkantha,10,Budhanilkantha,2400000.0,5.1,18.0,30.0,1000.0,8000.0,50.0,4000.0,800.0,50.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,Low Access,Budhanilkantha,5,Budhanilkantha,2700000.0,22.0,13.0,65.0,1000.0,8000.0,500.0,3000.0,800.0,500.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North-West,Low Access,Kageshwori Manohara,6,Mulpani,3000000.0,50.0,14.0,20.0,6000.0,7200.0,300.0,5000.0,300.0,50.0,1000.0,5000.0,0.1174068144882187,0.0,1
Kathmandu,Residential,South-East,High Access,Ramkot,5,Sitapaila,3800000.0,4.65,20.0,35.0,500.0,11000.0,200.0,2000.0,200.0,100.0,1700.0,3500.0,0.1225369473015127,0.0,1
Kathmandu,Residential,South,High Access,Kathmandu,14,Balkhu,5500000.0,5.0,8.0,35.0,1000.0,7000.0,500.0,2000.0,1000.0,500.0,1000.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,North,High Access,Kathmandu,13,Kuleshwor,6000000.0,5.0,10.0,35.0,1000.0,5000.0,200.0,1000.0,500.0,200.0,200.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Semi-commercial,North,High Access,Kathmandu,3,High_Zone,6000000.0,15.0,18.0,35.0,500.0,5000.0,500.0,1000.0,500.0,500.0,1000.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Residential,North,Low Access,Kageshwori Manohara,9,Gothatar,5000000.0,3.65,20.0,30.0,4000.0,3200.0,200.0,5000.0,300.0,200.0,2000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,West,Low Access,Kageshwori Manohara,9,Gothatar,3500000.0,3.75,13.0,27.0,4000.0,3200.0,300.0,5000.0,300.0,300.0,2000.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Residential,South,High Access,Kageshwori Manohara,6,Mulpani,3600000.0,3.25,16.0,40.0,2000.0,3800.0,300.0,2800.0,300.0,150.0,900.0,3300.0,0.12342660802295771,0.0,0
Kathmandu,Residential,North,Low Access,Kageshwori Manohara,9,Gothatar,5100000.0,5.5,20.0,78.0,200.0,2000.0,50.0,2000.0,100.0,60.0,200.0,150.0,0.19931118704250333,0.0,0
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,1,Kageshwari-Manohara,1800000.0,50.0,13.0,28.0,2000.0,6000.0,500.0,4000.0,500.0,500.0,1000.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,South-East,High Access,Kathmandu,7,Guheshwori,7800000.0,7.0,36.0,55.0,1000.0,4000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,North,High Access,Gokarneshwor,5,Jorpati,4300000.0,18.75,10.0,40.0,100.0,4000.0,100.0,2500.0,200.0,50.0,200.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Residential,South,High Access,Gokarneshwor,5,Jorpati,5800000.0,10.0,14.0,75.0,900.0,4000.0,100.0,2500.0,200.0,50.0,200.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Residential,East,Low Access,Budhanilkantha,7,Budhanilkantha,6000000.0,19.5,13.0,100.0,100.0,6500.0,100.0,1000.0,200.0,100.0,500.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Residential,South-East,Low Access,Budhanilkantha,4,Budhanilkantha,3900000.0,4.2,13.0,36.0,1000.0,8000.0,200.0,2000.0,800.0,300.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,North,Low Access,Chandragiri,9,Kirtipur,2000000.0,4.25,13.0,27.0,3000.0,10000.0,300.0,500.0,500.0,200.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,East,Low Access,Chandragiri,8,Budget_Zone,2200000.0,4.0,20.0,35.0,1000.0,12000.0,500.0,500.0,500.0,1000.0,2000.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Residential,East,High Access,Kathmandu,15,Sitapaila,5500000.0,4.0,60.0,60.0,500.0,11000.0,400.0,2000.0,200.0,100.0,1700.0,700.0,0.1526133225995339,0.0,0
Kathmandu,Residential,East,Low Access,Kathmandu,14,Kalanki,5800000.0,3.0,16.0,55.0,500.0,7000.0,400.0,8000.0,200.0,100.0,1700.0,700.0,0.1526133225995339,0.0,0
Kathmandu,Residential,East,Low Access,Tarkeshwor,5,Balaju,3300000.0,3.0,13.0,30.0,4000.0,15000.0,100.0,4000.0,200.0,100.0,200.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,Low Access,Tarkeshwor,1,Balaju,2200000.0,3.7,13.0,30.0,6000.0,16000.0,300.0,6000.0,300.0,100.0,200.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,South-East,Low Access,Budhanilkantha,4,Budhanilkantha,4000000.0,3.9,13.0,28.0,1000.0,7000.0,100.0,2000.0,100.0,100.0,500.0,800.0,0.14956936854011055,0.0,1
Kathmandu,Residential,East,Low Access,Budhanilkantha,4,Budhanilkantha,3500000.0,6.0,8.0,40.0,1000.0,7000.0,200.0,1000.0,600.0,200.0,500.0,800.0,0.14956936854011055,0.0,0
Kathmandu,Residential,West,High Access,Kathmandu,10,Premium_Zone,7000000.0,4.5,12.0,55.0,1000.0,2000.0,500.0,1000.0,50.0,50.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South,Low Access,Kathmandu,10,Premium_Zone,7500000.0,14.0,16.0,30.0,1000.0,5000.0,100.0,500.0,100.0,100.0,1700.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Residential,South-East,Low Access,Tokha,3,Tokha,2200000.0,5.0,10.0,35.0,500.0,7000.0,100.0,1000.0,500.0,200.0,200.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Semi-commercial,East,High Access,Tokha,3,Tokha,5500000.0,5.0,26.0,55.0,100.0,7000.0,100.0,700.0,100.0,100.0,100.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,East,High Access,Kirtipur,2,Kirtipur,5000000.0,5.0,13.0,35.0,300.0,10000.0,500.0,400.0,300.0,300.0,1000.0,300.0,0.1752200244275466,0.0,0
Kathmandu,Residential,East,Low Access,Kirtipur,2,Kirtipur,5500000.0,5.0,13.0,35.0,500.0,10000.0,300.0,1000.0,300.0,400.0,1000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South-East,High Access,Kathmandu,14,Kalanki,6000000.0,3.025,13.0,35.0,500.0,5000.0,500.0,1000.0,1000.0,200.0,500.0,500.0,0.1608594760130434,0.0,1
Kathmandu,Residential,East,High Access,Kathmandu,14,High_Zone,6000000.0,25.0,10.0,35.0,500.0,5000.0,200.0,2000.0,1000.0,500.0,600.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Semi-commercial,East,High Access,Kathmandu,2,Lazimpat,9500000.0,21.0,13.0,35.0,500.0,5000.0,500.0,1000.0,1000.0,200.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North-West,High Access,Nagarjun,2,Sitapaila,5000000.0,10.5,13.0,35.0,1000.0,6000.0,500.0,2000.0,1000.0,500.0,1000.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South-West,Low Access,Nagarjun,6,Ramkot,2500000.0,6.0,13.0,35.0,500.0,13000.0,400.0,2000.0,500.0,200.0,1700.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,South-East,Low Access,Unknown,1,Ramkot,1500000.0,14.5,13.0,20.0,500.0,14000.0,400.0,2000.0,200.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,South,High Access,Budhanilkantha,2,Budhanilkantha,4200000.0,5.0,20.0,35.0,800.0,8000.0,300.0,3000.0,500.0,100.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Commercial,South-West,High Access,Nagarjun,4,Bafal,7500000.0,18.0,13.0,55.0,500.0,11000.0,400.0,600.0,50.0,100.0,1700.0,700.0,0.1526133225995339,13.0,1
Kathmandu,Residential,South,High Access,Chandragiri,3,Budget_Zone,2800000.0,4.5,13.0,35.0,500.0,6000.0,200.0,3000.0,500.0,200.0,1700.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,North,Low Access,Budhanilkantha,3,Budhanilkantha,3500000.0,5.5,20.0,38.0,1000.0,7000.0,300.0,2000.0,500.0,500.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,Low Access,Budhanilkantha,3,Budhanilkantha,3500000.0,5.5,20.0,34.0,1000.0,7000.0,500.0,1000.0,500.0,500.0,800.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North,High Access,Kathmandu,32,Koteshwor,5500000.0,4.5,10.0,30.0,2000.0,5000.0,100.0,500.0,200.0,200.0,1700.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Commercial,South,High Access,Kathmandu,4,Dhumbarahi,7500000.0,8.0,10.0,55.0,1000.0,5000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,10.0,0
Kathmandu,Residential,South,High Access,Nagarjun,4,Sitapaila,3000000.0,10.0,13.0,30.0,500.0,13500.0,400.0,2000.0,500.0,500.0,1700.0,700.0,0.1526133225995339,0.0,0
Kathmandu,Residential,South,High Access,Tokha,6,Tokha,5500000.0,6.0,24.0,37.0,400.0,7000.0,300.0,700.0,100.0,300.0,300.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,North-East,High Access,Tokha,6,Dhapasi,6000000.0,22.5,13.0,45.0,700.0,6000.0,100.0,200.0,100.0,100.0,200.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,6,Gothatar,4500000.0,6.5,20.0,28.0,500.0,5000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,West,High Access,Budhanilkantha,9,High_Zone,7000000.0,1.05,16.0,34.0,300.0,4000.0,150.0,2500.0,100.0,200.0,250.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Commercial,East,High Access,Kathmandu,2,Gairidhara,6500000.0,20.5,12.0,35.0,1000.0,5000.0,500.0,5000.0,100.0,100.0,1700.0,800.0,0.14956936854011055,12.0,0
Kathmandu,Residential,South-East,Low Access,Nagarjun,2,Kavresthali,2600000.0,4.75,13.0,32.0,1000.0,8000.0,500.0,8500.0,500.0,500.0,1000.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South,Low Access,Budhanilkantha,13,Budhanilkantha,3500000.0,3.5,13.0,39.0,1000.0,8000.0,200.0,3000.0,500.0,100.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,High Access,Budhanilkantha,4,Budhanilkantha,4600000.0,4.5,22.0,25.0,800.0,8000.0,200.0,2000.0,500.0,100.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South,High Access,Budhanilkantha,13,Budhanilkantha,5000000.0,4.0,20.0,35.0,500.0,6000.0,200.0,2000.0,400.0,100.0,300.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Semi-commercial,North,High Access,Kathmandu,5,Premium_Zone,6500000.0,12.85,18.0,50.0,1000.0,4000.0,200.0,1000.0,500.0,500.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North,Low Access,Unknown,7,Kavresthali,2000000.0,3.0,13.0,27.0,1000.0,11500.0,300.0,5000.0,300.0,400.0,300.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Residential,South,High Access,Kathmandu,10,Premium_Zone,8200000.0,10.0,13.0,55.0,500.0,7000.0,200.0,2000.0,150.0,100.0,200.0,200.0,0.18856166434639035,0.0,0
Kathmandu,Residential,East,Low Access,Budhanilkantha,3,Budhanilkantha,4700000.0,4.0,10.0,35.0,100.0,6000.0,50.0,2000.0,500.0,50.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,High Access,Gokarneshwor,8,Kapan,3800000.0,5.0,20.0,28.0,1000.0,5000.0,500.0,2000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South-West,High Access,Nagarjun,6,Ramkot,1800000.0,4.5,13.0,35.0,500.0,13000.0,400.0,2000.0,200.0,300.0,1700.0,700.0,0.1526133225995339,0.0,1
Kathmandu,Residential,West,Low Access,Budhanilkantha,13,Budhanilkantha,3300000.0,3.0,10.0,33.0,800.0,6000.0,500.0,1000.0,500.0,200.0,800.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South-East,High Access,Kirtipur,5,Kirtipur,3800000.0,4.0,26.0,55.0,400.0,10000.0,500.0,3000.0,500.0,500.0,500.0,500.0,0.1608594760130434,0.0,1
Kathmandu,Residential,North-West,High Access,Budhanilkantha,3,Budhanilkantha,4000000.0,18.0,14.0,92.0,1000.0,6900.0,200.0,3000.0,200.0,200.0,300.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,North,High Access,Kathmandu,14,Balkhu,7500000.0,9.0,13.0,50.0,500.0,8000.0,200.0,1000.0,500.0,200.0,500.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,East,High Access,Tokha,10,Tarkeshwor,3500000.0,3.5,20.0,20.0,4000.0,16000.0,100.0,4000.0,100.0,100.0,1000.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,Low Access,Tokha,10,Tarkeshwor,1900000.0,4.0,13.0,35.0,6000.0,16000.0,2000.0,6000.0,2000.0,1000.0,1000.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,West,High Access,Budhanilkantha,6,Budhanilkantha,5500000.0,5.75,18.0,34.0,1000.0,6000.0,200.0,1000.0,400.0,100.0,400.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Commercial,South,High Access,Kathmandu,32,Pepsicola,7300000.0,6.5,23.0,38.0,1500.0,3000.0,300.0,2000.0,300.0,200.0,700.0,1000.0,0.1447438839476537,23.0,0
Kathmandu,Residential,South-East,High Access,Kathmandu,2,Gairidhara,6500000.0,7.1,12.0,35.0,1000.0,5000.0,500.0,1000.0,1000.0,200.0,1000.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South,High Access,Kathmandu,32,Koteshwor,7500000.0,7.5,13.0,35.0,500.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Residential,South-West,Low Access,Kageshwori Manohara,9,Gothatar,4300000.0,4.5,13.0,47.0,4000.0,3200.0,300.0,50.0,300.0,300.0,2000.0,3500.0,0.1225369473015127,0.0,1
Kathmandu,Residential,North-East,High Access,Kathmandu,4,Baluwatar,7700000.0,8.5,10.0,35.0,500.0,5000.0,100.0,1000.0,500.0,500.0,500.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Semi-commercial,South-West,High Access,Nagarjun,1,Budget_Zone,3200000.0,11.0,13.0,35.0,1000.0,8000.0,1000.0,2000.0,1000.0,1000.0,1000.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Residential,North-East,Low Access,Budhanilkantha,4,Budhanilkantha,4000000.0,4.75,12.0,35.0,1000.0,6000.0,200.0,1000.0,500.0,100.0,500.0,4500.0,0.11887701816768416,0.0,1
Kathmandu,Residential,North-East,Low Access,Budhanilkantha,4,Budhanilkantha,4000000.0,7.0,12.0,35.0,1000.0,6000.0,200.0,1000.0,500.0,100.0,500.0,4500.0,0.11887701816768416,0.0,1
Kathmandu,Residential,North,Low Access,Budhanilkantha,4,Budhanilkantha,4000000.0,5.0,12.0,35.0,1000.0,6000.0,200.0,1000.0,500.0,100.0,500.0,4500.0,0.11887701816768416,0.0,0
Kathmandu,Semi-commercial,East,High Access,Nagarjun,6,Banasthali,6200000.0,3.5,26.0,55.0,500.0,7000.0,500.0,3000.0,50.0,50.0,100.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North,Low Access,Budhanilkantha,9,Budhanilkantha,4500000.0,6.75,10.0,34.0,1000.0,5000.0,200.0,2000.0,500.0,300.0,400.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Residential,West,Low Access,Kathmandu,7,Budhanilkantha,4000000.0,6.2,13.0,35.0,800.0,5000.0,200.0,2000.0,800.0,100.0,300.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North-East,High Access,Nagarjun,1,Raniban,5000000.0,6.25,18.0,35.0,1000.0,7000.0,500.0,3000.0,100.0,50.0,500.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,North,High Access,Kathmandu,31,Mid Baneshowr,9000000.0,6.0,10.0,30.0,300.0,1000.0,100.0,1000.0,100.0,100.0,1700.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Semi-commercial,East,High Access,Kathmandu,10,Mid Baneshowr,8500000.0,14.0,20.0,30.0,500.0,1000.0,100.0,1000.0,50.0,100.0,1700.0,500.0,0.1608594760130434,0.0,0
